128.834100,-3.500000,38.344300,359.931100,124.152300,0.000000
128.834100,-3.500000,38.344300,359.931100,124.152300,0.000000
130.283900,-3.500000,36.955500,359.926000,149.300300,0.000000
130.283900,-3.500000,36.955500,359.926000,149.300300,0.000000
130.606500,-3.500000,35.025500,359.925500,185.783300,0.000000
130.409400,-3.500000,34.352200,359.932200,197.662000,0.000000
130.043600,-3.500000,33.739200,359.932600,210.672700,0.000000
129.769100,-3.500000,33.436100,359.935600,218.179300,0.000000
129.462000,-3.500000,33.178300,359.937100,224.769300,0.000000
128.689800,-3.500000,32.745800,359.931700,235.194200,0.000000
127.847000,-3.500000,32.471400,359.932700,243.153800,0.000000
127.231200,-3.500000,32.350900,359.942600,249.149000,0.000000
126.613900,-3.500000,32.282100,359.945500,253.059500,0.000000
126.613900,-3.500000,32.282100,359.945500,253.059500,0.000000
125.987700,-3.500000,31.680200,359.924500,134.906800,0.000000
125.987700,-3.500000,31.680200,359.924500,134.906800,0.000000
125.987700,-3.500000,31.680200,359.924500,134.906800,0.000000
127.335200,-3.500000,30.431400,359.930200,133.940900,0.000000
128.195900,-3.500000,29.650900,359.885100,134.576700,0.000000
128.579500,-3.500000,29.306900,359.928200,133.422800,0.000000
129.327100,-3.500000,28.643600,359.920700,133.180700,0.000000
129.691800,-3.500000,28.324700,359.928700,132.724200,0.000000
130.474200,-3.500000,27.653600,359.926100,132.002500,0.000000
130.790500,-3.500000,27.388700,359.928000,131.471400,0.000000
131.577400,-3.500000,26.763800,359.930300,128.652600,0.000000
131.976400,-3.500000,26.488600,359.919400,122.249100,0.000000
132.996300,-3.500000,26.359700,359.936800,93.999600,0.000000
133.916800,-3.500000,26.405800,359.936500,93.121200,0.000000
134.839200,-3.500000,26.430600,359.935300,95.471600,0.000000
135.341400,-3.500000,26.428200,359.886900,100.176500,0.000000
136.172300,-3.500000,26.418300,359.926800,97.066900,0.000000
136.988100,-3.500000,26.406600,359.930300,96.841200,0.000000
137.488900,-3.500000,26.399100,359.894000,99.876000,0.000000
137.999500,-3.500000,26.391400,359.934000,96.542200,0.000000
139.308200,-3.500000,26.372200,359.933100,96.573900,0.000000
139.920700,-3.500000,26.363800,359.928100,96.955000,0.000000
140.731100,-3.500000,26.353600,359.929200,96.777000,0.000000
141.245300,-3.500000,26.348000,359.930700,96.570700,0.000000
142.272500,-3.500000,26.340000,359.923900,96.892000,0.000000
142.833200,-3.500000,26.338400,359.931700,95.969400,0.000000
143.393800,-3.500000,26.340400,359.932900,95.394000,0.000000
144.320500,-3.500000,26.664600,359.954900,25.297300,0.000000
144.374500,-3.500000,27.227600,359.957700,18.159700,0.000000
144.387600,-3.500000,28.249100,359.924100,24.710600,0.000000
144.381800,-3.500000,28.653900,359.960900,14.467500,0.000000
144.349400,-3.500000,29.797100,359.921300,24.295800,0.000000
144.333700,-3.500000,30.204300,359.961200,13.442700,0.000000
144.292600,-3.500000,31.124900,359.960500,13.366500,0.000000
144.240100,-3.500000,32.154400,359.963700,12.125800,0.000000
144.213300,-3.500000,32.649700,359.957000,14.098500,0.000000
144.190200,-3.500000,33.060000,359.957300,13.988500,0.000000
144.142500,-3.500000,33.887100,359.956600,14.112800,0.000000
144.094500,-3.500000,34.700800,359.959500,13.182000,0.000000
144.033700,-3.500000,35.722000,359.960100,13.015200,0.000000
144.004100,-3.500000,36.225100,359.963400,12.024900,0.000000
143.952600,-3.500000,37.130500,359.960000,13.234400,0.000000
143.911500,-3.500000,37.930200,359.956200,14.690900,0.000000
143.889500,-3.500000,38.452100,359.954200,15.740100,0.000000
143.884400,-3.500000,39.277200,359.959300,19.329300,0.000000
143.986600,-3.500000,38.514100,359.927500,173.699700,0.000000
144.013900,-3.500000,37.998700,359.928800,174.119500,0.000000
144.043100,-3.500000,37.382700,359.923400,174.113300,0.000000
144.066800,-3.500000,36.844500,359.925100,174.307800,0.000000
144.104900,-3.500000,35.928900,359.931500,174.704800,0.000000
144.148800,-3.500000,34.828700,359.920900,174.313800,0.000000
144.164500,-3.500000,34.428000,359.926500,174.553100,0.000000
144.196800,-3.500000,33.619600,359.926200,174.455300,0.000000
144.462600,-3.500000,32.782700,359.928900,100.460700,0.000000
